,PDB_code,-logKd/Ki,refined,core,split_core,max_tanimoto_schrodinger,max_tanimoto_merck,max_tanimoto_fep_benchmark
117,6hzp,1.98,False,False,train,0.1176470588235294,0.0636942675159235,0.1756756756756756
118,3i3d,1.99,False,False,train,0.0465116279069767,0.0779220779220779,0.1983471074380165
119,1gbt,2.0,False,False,train,0.1512605042016806,0.1391304347826087,0.1886792452830188
120,1ing,2.0,False,False,train,0.2429906542056074,0.173469387755102,0.2429906542056074
121,2bmv,2.0,False,False,train,0.198019801980198,0.1948051948051948,0.4285714285714285
122,2hds,2.0,False,False,train,0.1967213114754098,0.2123893805309734,0.2368421052631578
123,2r58,2.0,True,False,train,0.0973451327433628,0.1307692307692307,0.1547619047619047
124,3c2f,2.0,True,False,train,0.0567375886524822,0.0629370629370629,0.0927152317880794
125,3g2y,2.0,True,False,train,0.1052631578947368,0.1182795698924731,0.1194029850746268
126,3pce,2.0,True,False,train,0.2105263157894736,0.1789473684210526,0.2745098039215686
127,3rv3,2.0,False,False,train,0.0994475138121546,0.0928961748633879,0.144578313253012
128,4awj,2.0,False,False,train,0.1290322580645161,0.0991735537190082,0.1290322580645161
129,4ctk,2.0,False,False,train,0.1217391304347826,0.1596638655462184,0.1596638655462184
130,4kz5,2.0,False,False,train,0.2436974789915966,0.1742424242424242,0.2783505154639175
131,4qsu,2.0,True,False,train,0.0891089108910891,0.0898876404494382,0.0923076923076923
132,4qsv,2.0,True,False,valid,0.0909090909090909,0.1153846153846153,0.1705426356589147
133,4u58,2.0,False,False,train,0.2480620155038759,0.2214285714285714,0.2578125
134,4y4g,2.0,False,False,train,0.09375,0.0681818181818181,0.1411764705882353
135,6evq,2.0,False,False,train,0.1623376623376623,0.1267605633802817,0.2260273972602739
136,6ra1,2.0,False,False,train,0.14,0.13125,0.1854304635761589
137,4ty8,2.03,False,False,valid,0.1844660194174757,0.1923076923076923,0.2545454545454545
138,5ekx,2.03,False,False,train,0.1458333333333333,0.1428571428571428,0.1973684210526315
139,5nzq,2.03,False,False,train,0.2444444444444444,0.2288135593220339,0.2444444444444444
140,2ks9,2.04,False,False,train,0.2264705882352941,0.1031941031941031,0.2264705882352941
141,1jfh,2.05,False,False,train,0.048780487804878,0.0677966101694915,0.1548387096774193
142,4e4a,2.05,False,False,valid,0.1914893617021276,0.1585365853658536,0.3157894736842105
143,4ty9,2.05,False,False,train,0.1714285714285714,0.175,0.2537313432835821
144,4x8t,2.05,False,False,train,0.1666666666666666,0.1782178217821782,0.2133333333333333
145,5eiw,2.05,False,False,train,0.1851851851851851,0.1962616822429906,0.2253521126760563
146,1qq9,2.06,False,False,train,0.0884955752212389,0.0769230769230769,0.1012658227848101
147,1rdi,2.06,False,False,train,0.044776119402985,0.0661157024793388,0.1313868613138686
148,2zg3,2.06,False,False,train,0.0945945945945946,0.0967741935483871,0.1192660550458715
149,4u54,2.06,True,False,train,0.3958333333333333,0.2753623188405797,0.3958333333333333
150,3ao4,2.07,True,True,test,0.1764705882352941,0.1986301369863013,0.2878787878787879
151,4b0c,2.07,False,False,train,0.0840336134453781,0.0680272108843537,0.15625
152,3rxp,2.08,False,False,train,0.1020408163265306,0.1057692307692307,0.1702127659574468
153,5tyh,2.08,False,False,train,0.1649484536082474,0.1724137931034483,0.2222222222222222
154,1njj,2.1,False,False,train,0.0441176470588235,0.0687830687830687,0.094240837696335
155,2zg1,2.1,False,False,train,0.0993377483443708,0.0817610062893081,0.1171171171171171
156,4aml,2.1,False,False,train,0.1066666666666666,0.1139240506329113,0.1524390243902439
157,4cs9,2.1,True,False,train,0.1042944785276073,0.0994152046783625,0.1558441558441558
158,6r49,2.1,False,False,train,0.1726618705035971,0.1492537313432835,0.2131147540983606
159,3uf9,2.11,False,False,train,0.1794871794871795,0.1351351351351351,0.1944444444444444
160,6aao,2.11,False,False,train,0.2068965517241379,0.096590909090909,0.2068965517241379
161,1qx1,2.12,False,False,valid,0.0567375886524822,0.0806451612903225,0.1551724137931034
162,2w8w,2.12,True,False,train,0.1259259259259259,0.1043478260869565,0.1403508771929824
163,3gv9,2.12,True,True,test,0.198019801980198,0.1196581196581196,0.2142857142857142
164,1p2g,2.13,False,False,train,0.0205655526992287,0.0305343511450381,0.0533333333333333
165,6gz9,2.13,False,False,train,0.1146496815286624,0.1322314049586777,0.1379310344827586
166,6abx,2.14,True,False,train,0.1568627450980392,0.0602409638554216,0.1568627450980392
167,6dim,2.14,False,False,train,0.2264150943396226,0.2555555555555555,0.3285714285714285
168,6djd,2.14,False,False,train,0.2264150943396226,0.2555555555555555,0.3285714285714285
169,1uxb,2.15,False,False,train,0.0855614973262032,0.082901554404145,0.1306818181818181
170,3rxg,2.15,False,False,train,0.1531531531531531,0.1208791208791208,0.2125
171,4b0j,2.15,False,False,train,0.1346153846153846,0.146788990825688,0.1949152542372881
172,4q90,2.15,True,False,train,0.1411764705882353,0.1348314606741573,0.282051282051282
173,5cs3,2.15,True,False,train,0.0886075949367088,0.1104294478527607,0.1104294478527607
174,6fap,2.15,False,False,train,0.1938775510204081,0.1666666666666666,0.2079207920792079
175,6fi1,2.15,False,False,train,0.1938775510204081,0.1666666666666666,0.2079207920792079
176,6r9s,2.15,False,False,train,0.1438848920863309,0.2032520325203252,0.2032520325203252
177,2ay9,2.16,False,False,train,0.2475247524752475,0.1764705882352941,0.5384615384615384
178,4tim,2.16,True,False,train,0.1037735849056603,0.0721649484536082,0.1037735849056603
179,5fe6,2.16,True,False,train,0.1475409836065573,0.1958762886597938,0.1978021978021978
180,6ghj,2.16,True,False,train,0.2671232876712329,0.1371428571428571,0.2857142857142857
181,3gqz,2.17,True,False,train,0.1791044776119403,0.1641791044776119,0.2211538461538461
182,4y3j,2.17,True,False,train,0.1166666666666666,0.1309523809523809,0.1571428571428571
183,5oxk,2.17,True,False,valid,0.1478260869565217,0.086021505376344,0.1555555555555555
184,5z5f,2.17,True,False,train,0.0441176470588235,0.0762711864406779,0.1759259259259259
185,6gmx,2.17,False,False,train,0.1666666666666666,0.1666666666666666,0.2297297297297297
186,3l7d,2.18,False,False,train,0.2708333333333333,0.2023121387283237,0.2708333333333333
187,6g47,2.18,False,False,valid,0.1062801932367149,0.0730593607305936,0.1062801932367149
188,4ahr,2.19,True,False,train,0.1538461538461538,0.1354166666666666,0.225563909774436
189,4ahs,2.19,True,False,train,0.1833333333333333,0.1553398058252427,0.2794117647058823
190,4amx,2.19,False,False,train,0.0559440559440559,0.0789473684210526,0.1056910569105691
191,4jdf,2.19,False,False,train,0.042016806722689,0.0629370629370629,0.0629370629370629
192,4mre,2.19,True,False,train,0.1758241758241758,0.1758241758241758,0.2926829268292683
193,5nzp,2.19,False,False,train,0.2019230769230769,0.2469135802469135,0.265625
194,1w1v,2.2,False,False,train,0.1310344827586207,0.1172839506172839,0.1549295774647887
195,2vvo,2.2,False,False,train,0.0514705882352941,0.0714285714285714,0.1212121212121212
196,4eh8,2.2,False,False,train,0.4144144144144144,0.2424242424242424,0.5205479452054794
197,4g0z,2.21,True,False,train,0.0909090909090909,0.0967741935483871,0.1464968152866242
198,1icj,2.22,False,False,train,0.0588235294117647,0.0446428571428571,0.0588235294117647
199,1m0n,2.22,True,False,train,0.1111111111111111,0.1333333333333333,0.1333333333333333
200,2aac,2.22,True,False,train,0.0378787878787878,0.0655737704918032,0.1271186440677966
201,4aci,2.22,True,False,train,0.1568627450980392,0.0602409638554216,0.1568627450980392
202,4uru,2.22,False,False,train,0.2212389380530973,0.2480620155038759,0.2480620155038759
203,4ury,2.22,True,False,train,0.2015503875968992,0.1968503937007874,0.2336448598130841
204,4x11,2.22,False,False,train,0.0993377483443708,0.0817610062893081,0.1171171171171171
205,5hcl,2.22,False,False,train,0.0689655172413793,0.0923076923076923,0.15625
206,5jqb,2.22,False,False,train,0.1809523809523809,0.238095238095238,0.3389830508474576
207,1ajp,2.23,True,False,train,0.1739130434782608,0.1547619047619047,0.2028985507246377
208,2igv,2.23,False,False,train,0.2660550458715596,0.096,0.2767857142857143
209,3ao5,2.23,True,False,train,0.1544715447154471,0.1419354838709677,0.1775700934579439
210,3i3b,2.23,True,False,train,0.0633802816901408,0.0789473684210526,0.1525423728813559
211,1rdl,2.24,False,False,train,0.0413793103448275,0.0708661417322834,0.1724137931034483
212,2ay8,2.24,False,False,train,0.1574074074074074,0.1046511627906976,0.180327868852459
213,2os9,2.24,False,False,train,0.0296296296296296,0.0517241379310344,0.1065573770491803
214,5f6v,2.24,False,False,train,0.2242990654205607,0.2666666666666666,0.2666666666666666
215,5m9w,2.24,True,False,train,0.2179487179487179,0.1584699453551912,0.2626262626262626
216,5nzo,2.24,False,False,train,0.2592592592592592,0.2705882352941176,0.3333333333333333
217,1ukt,2.25,False,False,train,0.0468085106382978,0.0608695652173913,0.1040723981900452
218,1ew8,2.26,True,False,train,0.1139240506329113,0.0547945205479452,0.1139240506329113
219,3ao1,2.26,False,False,train,0.1092436974789916,0.1397058823529411,0.2195121951219512
220,4eh9,2.26,False,False,train,0.2397260273972602,0.2096774193548387,0.24
221,4np2,2.26,True,False,train,0.1908396946564885,0.1707317073170731,0.2148760330578512
222,5v6u,2.26,False,False,train,0.2605042016806723,0.238095238095238,0.2788461538461538
223,1hge,2.27,False,False,valid,0.1118421052631579,0.0802469135802469,0.1238938053097345
224,1uto,2.27,True,True,test,0.2441860465116279,0.1875,0.631578947368421
225,4ahu,2.27,True,False,train,0.2783505154639175,0.2159090909090909,0.3384615384615385
226,4mfe,2.27,False,False,train,0.1204819277108433,0.0604026845637583,0.1304347826086956
227,1ps3,2.28,True,True,test,0.0666666666666666,0.079136690647482,0.1496062992125984
228,2rjs,2.28,False,False,valid,0.2169811320754717,0.21875,0.2295081967213114
229,3fu0,2.28,False,False,train,0.2203389830508474,0.2095238095238095,0.2444444444444444
230,2ay1,2.29,False,False,train,0.2061855670103092,0.1636363636363636,0.2592592592592592
231,4ddk,2.29,True,True,test,0.1546391752577319,0.160919540229885,0.24
232,4ehv,2.29,False,False,train,0.2014388489208633,0.2142857142857142,0.2413793103448276
233,5fnj,2.29,False,False,train,0.3225806451612903,0.1806451612903225,0.3225806451612903
234,1inh,2.3,False,False,train,0.2280701754385964,0.173469387755102,0.2280701754385964
235,1jdj,2.3,False,False,train,0.2162162162162162,0.116504854368932,0.2162162162162162
236,1n1g,2.3,False,False,train,0.2162162162162162,0.1192660550458715,0.2162162162162162
237,1o4g,2.3,False,False,train,0.2622950819672131,0.2395833333333333,0.3061224489795918
238,1uxa,2.3,False,False,valid,0.0855614973262032,0.082901554404145,0.1306818181818181
239,1w1p,2.3,False,False,train,0.1083333333333333,0.0943396226415094,0.1237113402061855
240,2ay7,2.3,False,False,train,0.2580645161290322,0.1797752808988764,0.5833333333333334
241,2hdu,2.3,False,False,train,0.1827956989247312,0.1196581196581196,0.2073170731707317
242,2xix,2.3,False,False,train,0.0566037735849056,0.0879120879120879,0.15
243,2xlc,2.3,False,False,train,0.0824742268041237,0.0555555555555555,0.0869565217391304
244,3dyo,2.3,True,False,train,0.0465116279069767,0.0779220779220779,0.1983471074380165
245,3kgq,2.3,True,False,train,0.1568627450980392,0.0602409638554216,0.1568627450980392
246,3mhw,2.3,True,False,train,0.1770833333333333,0.216867469879518,0.2857142857142857
247,3pcg,2.3,True,False,train,0.202127659574468,0.1733333333333333,0.28
248,3rv4,2.3,True,False,train,0.0994475138121546,0.0928961748633879,0.144578313253012
249,4b6e,2.3,False,False,train,0.1485148514851485,0.1809523809523809,0.2079207920792079
250,4e3d,2.3,False,False,valid,0.1704545454545454,0.1545454545454545,0.238095238095238
251,4g0y,2.3,True,False,train,0.1042944785276073,0.0994152046783625,0.1558441558441558
252,4jsz,2.3,True,True,test,0.1910112359550561,0.2051282051282051,0.4054054054054054
253,4led,2.3,False,False,train,0.0378787878787878,0.0655737704918032,0.1271186440677966
254,4wh7,2.3,False,False,train,0.1368421052631579,0.2087912087912088,0.2087912087912088
255,5enc,2.3,False,False,valid,0.2954545454545454,0.1834862385321101,0.3246753246753247
256,5eni,2.3,False,False,train,0.3118279569892473,0.1666666666666666,0.3333333333333333
257,5enj,2.3,False,False,train,0.2608695652173913,0.1801801801801801,0.3164556962025316
258,5g42,2.3,False,False,train,0.1941747572815534,0.1764705882352941,0.2535211267605634
259,6au2,2.3,False,False,train,0.1679389312977099,0.1596638655462184,0.2028985507246377
260,6gmq,2.3,False,False,train,0.1714285714285714,0.1720430107526881,0.2333333333333333
261,1m0o,2.31,True,False,train,0.1151079136690647,0.1172413793103448,0.1307692307692307
262,4y0a,2.31,True,False,train,0.0677966101694915,0.079646017699115,0.1157894736842105
263,5mz8,2.31,True,False,train,0.1538461538461538,0.0657894736842105,0.1884057971014492
264,2qve,2.32,False,False,train,0.1739130434782608,0.1818181818181818,0.1818181818181818
265,1z6d,2.34,False,False,train,0.1180124223602484,0.0994152046783625,0.1633986928104575
266,4iie,2.34,True,False,train,0.0514705882352941,0.0615384615384615,0.112
267,5elf,2.34,False,False,train,0.0526315789473684,0.0569395017793594,0.0839160839160839
268,1qi0,2.35,False,False,train,0.0444444444444444,0.0613496932515337,0.1381578947368421
269,3gtc,2.35,True,False,train,0.1538461538461538,0.1134751773049645,0.171875
270,4k3k,2.35,False,False,train,0.265625,0.1764705882352941,0.4393939393939394
271,4y3y,2.35,True,False,train,0.0654205607476635,0.0972222222222222,0.1627906976744186
272,1o4j,2.36,False,False,train,0.203883495145631,0.1904761904761904,0.3636363636363636
273,3g2z,2.36,True,True,test,0.1145038167938931,0.1119402985074626,0.1348314606741573
274,5fsc,2.36,True,False,train,0.0592592592592592,0.0738255033557047,0.1538461538461538
275,3t0d,2.37,True,False,valid,0.0633802816901408,0.0789473684210526,0.1525423728813559
276,4jck,2.37,False,False,train,0.0386740331491712,0.0613496932515337,0.1610738255033557
277,6rnt,2.37,True,False,train,0.1034482758620689,0.1,0.1721854304635761
278,3f6e,2.38,True,False,train,0.1538461538461538,0.1626794258373205,0.1626794258373205
279,4aj2,2.38,False,False,train,0.2212389380530973,0.1844660194174757,0.3561643835616438
280,6md8,2.38,True,False,train,0.1654676258992805,0.2066115702479339,0.2066115702479339
281,1f73,2.39,True,False,train,0.0948905109489051,0.0625,0.1296296296296296
282,1nwl,2.39,True,False,train,0.154696132596685,0.1388888888888889,0.1732673267326732
283,4nyt,2.39,False,False,train,0.081081081081081,0.072072072072072,0.0963855421686747
284,4tya,2.39,False,False,train,0.3061224489795918,0.2066115702479339,0.3061224489795918
285,2wi1,2.4,False,False,train,0.2068965517241379,0.1637931034482758,0.2682926829268293
286,3dxg,2.4,False,True,test,0.0891719745222929,0.1,0.1438356164383561
287,3l7b,2.4,False,True,test,0.1071428571428571,0.112781954887218,0.2040816326530612
288,3pcb,2.4,False,False,train,0.2048192771084337,0.1630434782608695,0.2711864406779661
289,3t2t,2.4,False,False,train,0.1691176470588235,0.1684782608695652,0.2328767123287671
290,4u5l,2.4,False,False,train,0.2519685039370078,0.2426470588235294,0.2519685039370078
291,4y38,2.4,False,False,train,0.308411214953271,0.1758241758241758,0.4901960784313725
292,4zsm,2.4,False,False,train,0.1166666666666666,0.0964912280701754,0.1333333333333333
293,1o4r,2.41,False,False,train,0.1612903225806451,0.1739130434782608,0.2941176470588235
294,2wsx,2.41,False,False,train,0.1132075471698113,0.0886075949367088,0.141025641025641
295,4u5s,2.41,True,False,train,0.2167487684729064,0.1508620689655172,0.2765957446808511
296,6aaq,2.41,False,False,train,0.1219512195121951,0.1104972375690607,0.1333333333333333
297,4u5o,2.42,True,False,train,0.2519685039370078,0.2426470588235294,0.2519685039370078
298,5os3,2.43,False,False,train,0.2142857142857142,0.1630434782608695,0.2641509433962264
299,6mli,2.43,True,False,train,0.1025641025641025,0.1341463414634146,0.1341463414634146
300,1o4h,2.44,False,False,train,0.1848739495798319,0.2017543859649122,0.2017543859649122
301,1oba,2.44,True,False,train,0.0686274509803921,0.0816326530612244,0.0816326530612244
302,1t4s,2.44,False,False,train,0.1020408163265306,0.1159420289855072,0.131578947368421
303,2i2b,2.44,False,False,train,0.1013513513513513,0.1229508196721311,0.1357142857142857
304,2xiy,2.44,False,False,train,0.1862745098039215,0.238095238095238,0.238095238095238
305,3ked,2.44,False,False,train,0.0849056603773584,0.0675675675675675,0.0933333333333333
306,3l7c,2.44,False,False,train,0.1049382716049382,0.1185185185185185,0.2097902097902098
307,3mjl,2.44,True,False,train,0.0792079207920792,0.1052631578947368,0.1372549019607843
308,4d62,2.44,False,False,train,0.0993377483443708,0.0817610062893081,0.1171171171171171
309,1gbq,2.46,False,False,valid,0.0921787709497206,0.0592783505154639,0.1011235955056179
310,1o4o,2.46,False,False,train,0.2340425531914893,0.1927710843373494,0.3571428571428571
311,2aez,2.46,False,False,train,0.045,0.0585365853658536,0.1129032258064516
312,3l79,2.46,False,False,train,0.093167701863354,0.112781954887218,0.2014925373134328
313,4ah9,2.46,False,False,train,0.1911764705882352,0.2072072072072072,0.25
314,4ddm,2.46,True,False,train,0.1666666666666666,0.21875,0.21875
315,4eh6,2.46,False,False,train,0.3125,0.2553191489361702,0.3947368421052631
316,4x8u,2.46,True,False,train,0.2429906542056074,0.1881188118811881,0.2957746478873239
317,5aqh,2.46,False,False,train,0.1221374045801526,0.1393442622950819,0.1574074074074074
318,1tok,2.47,False,False,train,0.125,0.0544217687074829,0.125
319,1utl,2.47,True,False,valid,0.2333333333333333,0.1785714285714285,0.6666666666666666
320,3rik,2.47,False,False,train,0.0536912751677852,0.0827067669172932,0.1162790697674418
321,4gne,2.47,False,False,train,0.09009009009009,0.056390977443609,0.09009009009009
322,4y4j,2.47,True,False,train,0.1101694915254237,0.1294117647058823,0.1632653061224489
323,5dv4,2.47,False,False,train,0.0371900826446281,0.0530973451327433,0.0967741935483871
324,5jal,2.47,False,False,train,0.2066115702479339,0.1755725190839694,0.2066115702479339
